GKZ,Name_gemeinde,HArzt_access,NotfallA_access
8127075,"Schrozberg, Stadt",7.94,21.07
8127076,"Schwäbisch Hall, Stadt",3.16,9.64
8127079,Sulzbach-Laufen,4.56,31.79
8127086,Untermünkheim,4.36,9.36
8127089,"Vellberg, Stadt",3.83,19.7
8127091,Wallhausen,5.91,14.51
8127099,Wolpertshausen,4.12,17.72
8127100,Rosengarten,3.77,12.26
8127101,Kreßberg,4.68,13.08
8127102,Fichtenau,5.27,14.37
8127103,Frankenhardt,5.21,15.42
8127104,Stimpfach,5.53,14.88
8128006,Assamstadt,1.41,13.67
8128007,"Bad Mergentheim, Stadt",3.38,8.25
8128014,"Boxberg, Stadt",5.18,15.98
8128020,"Creglingen, Stadt",7.08,21.37
8128039,"Freudenberg, Stadt",8.22,16.99
8128045,Großrinderfeld,1.73,26.27
8128047,"Grünsfeld, Stadt",4.44,22.26
8128058,Igersheim,4.66,12.9
8128061,Königheim,5.94,10.93
8128064,"Külsheim, Stadt",6.33,11.64
8128082,"Niederstetten, Stadt",6.3,22.95
8128115,"Tauberbischofsheim, Stadt",3.61,17.27
8128126,"Weikersheim, Stadt",5.32,20.86
8128128,Werbach,4.54,24.27
8128131,"Wertheim, Stadt",5.46,10.72
8128137,Wittighausen,2.78,28.39
8128138,Ahorn,4.03,17.66
8128139,"Lauda-Königshofen, Stadt",3.1,13.67
8135010,Dischingen,6.0,23.15
8135015,Gerstetten,6.75,17.77
8135016,"Giengen an der Brenz, Stadt",2.76,17.35
8135019,"Heidenheim an der Brenz, Stadt",2.82,9.53
8135020,"Herbrechtingen, Stadt",2.77,12.28
8135021,Hermaringen,2.23,18.09
8135025,Königsbronn,4.95,16.52
8135026,Nattheim,3.16,18.64
8135027,"Niederstotzingen, Stadt",1.87,14.63
8135031,Sontheim an der Brenz,2.5,17.44
8135032,Steinheim am Albuch,3.77,12.88
8136002,Abtsgmünd,5.97,22.34
8136003,Adelmannsfelden,3.58,18.39
8136007,Bartholomä,2.36,21.14
8136009,Böbingen an der Rems,3.04,17.43
8136010,"Bopfingen, Stadt",2.92,17.19
8136015,Durlangen,2.71,9.84
8136018,Ellenberg,6.61,13.49
8136019,"Ellwangen (Jagst), Stadt",3.8,7.22
8136020,Eschach,2.6,20.34
8136021,Essingen,3.79,14.75
8136024,Göggingen,2.52,14.99
8136027,Gschwend,4.95,21.91
8136028,"Heubach, Stadt",2.6,19.48
8136029,Heuchlingen,1.99,19.55
8136033,Hüttlingen,2.99,11.54
8136034,Iggingen,3.97,13.65
8136035,Jagstzell,4.64,13.84
8136037,Kirchheim am Ries,3.63,14.88
8136038,"Lauchheim, Stadt",3.03,19.74
8136040,Leinzell,1.25,12.65
8136042,"Lorch, Stadt",4.25,15.81
8136043,Mögglingen,1.99,16.99
8136044,Mutlangen,1.98,4.68
8136045,"Neresheim, Stadt",6.75,18.6
8136046,Neuler,3.88,11.62
8136049,Obergröningen,7.7,23.15
8136050,"Oberkochen, Stadt",2.08,14.44
8136060,Rosenberg,8.76,14.26
8136061,Ruppertshofen,7.84,18.1
8136062,Schechingen,5.09,20.15
8136065,"Schwäbisch Gmünd, Stadt",2.81,11.96
8136066,Spraitbach,2.05,12.16
8136068,Stödtlen,3.53,16.51
8136070,Täferrot,5.24,13.58
8136071,Tannhausen,6.8,19.03
8136075,Unterschneidheim,5.32,19.04
8136079,Waldstetten,2.37,17.77
8136082,Westhausen,4.0,14.92
8136084,Wört,2.45,11.67
8136087,Riesbürg,4.72,9.67
8136088,"Aalen, Stadt",3.02,10.33
8136089,Rainau,4.77,8.58
8211000,"Baden-Baden, Stadt",2.52,10.61
8212000,"Karlsruhe, Stadt",1.94,8.53
8215007,"Bretten, Stadt",2.72,7.59
8215009,"Bruchsal, Stadt",2.58,8.09
8215017,"Ettlingen, Stadt",2.58,9.88
8215021,Forst,2.26,5.99
8215025,Gondelsheim,2.16,9.54
8215029,Hambrücken,2.04,11.35
8215039,Kronau,2.55,12.01
8215040,Kürnbach,1.94,19.04
8215046,Malsch,3.12,16.14
8215047,Marxzell,3.49,12.54
8215059,Oberderdingen,2.77,14.3
8215064,"Östringen, Stadt",2.26,18.17
8215066,"Philippsburg, Stadt",1.78,11.73
8215082,Sulzfeld,2.42,21.34
8215084,Ubstadt-Weiher,1.61,9.18
8215089,Walzbachtal,2.38,14.3
8215090,Weingarten (Baden),3.1,17.71
8215094,Zaisenhausen,1.77,17.41
8215096,Karlsbad,2.21,7.47
8215097,"Kraichtal, Stadt",2.44,16.13
8215099,Graben-Neudorf,1.95,12.98
8215100,Bad Schönborn,2.25,13.5
8215101,Pfinztal,2.42,16.69
8215102,Eggenstein-Leopoldshafen,1.9,12.43
8215103,Karlsdorf-Neuthard,1.67,10.06
8215105,Linkenheim-Hochstetten,3.0,16.71
8215106,"Waghäusel, Stadt",1.72,16.09
8215107,Oberhausen-Rheinhausen,1.95,16.46
8215108,"Rheinstetten, Stadt",2.23,13.25
8215109,"Stutensee, Stadt",2.08,14.96
8215110,Waldbronn,1.8,9.88
8215111,Dettenheim,1.73,15.99
8216002,Au am Rhein,1.32,17.65
8216005,Bietigheim,2.26,12.94
8216006,Bischweier,2.09,12.34
8216007,"Bühl, Stadt",2.74,7.92
8216008,Bühlertal,3.84,12.55
8216009,Durmersheim,1.53,15.76
8216012,Elchesheim-Illingen,1.18,14.45
8216013,Forbach,7.38,29.66
8216015,"Gaggenau, Stadt",2.99,18.08
8216017,"Gernsbach, Stadt",3.42,21.98
8216022,Hügelsheim,2.1,15.21
8216023,Iffezheim,1.9,11.71
8216024,"Kuppenheim, Stadt",2.76,11.16
8216028,"Lichtenau, Stadt",2.12,18.21
8216029,Loffenau,1.8,28.24
8216033,Muggensturm,2.83,12.39
8216039,Ötigheim,2.38,9.28
8216041,Ottersweier,2.96,8.22
8216043,"Rastatt, Stadt",2.33,6.23
8216049,Sinzheim,2.58,11.79
8216052,Steinmauern,1.43,9.83
8216059,Weisenbach,2.59,28.4
8216063,Rheinmünster,2.46,18.85
8221000,"Heidelberg, Stadt",2.49,7.08
8222000,"Mannheim, Universitätsstadt",1.86,9.45
8225001,"Adelsheim, Stadt",3.52,22.83
8225002,Aglasterhausen,2.88,16.64
8225009,Billigheim,4.51,12.88
8225010,Binau,5.89,13.0
8225014,"Buchen (Odenwald), Stadt",2.94,7.4
8225024,Fahrenbach,2.58,13.16
8225032,Hardheim,3.03,5.79
8225033,Haßmersheim,1.8,12.29
8225039,Höpfingen,4.02,8.64
8225042,Hüffenhardt,3.28,13.22
8225052,Limbach,4.46,14.84
8225058,"Mosbach, Stadt",2.62,7.25
8225060,Mudau,5.57,11.75
8225064,Neckargerach,3.3,15.41
8225067,Neckarzimmern,1.48,10.37
8225068,Neunkirchen,2.0,18.28
8225074,Obrigheim,2.91,11.94
8225075,"Osterburken, Stadt",3.33,17.69
8225082,Rosenberg,5.92,20.41
8225091,Seckach,1.98,15.04
8225109,"Walldürn, Stadt",3.18,15.33
8225113,Zwingenberg,5.84,11.85
8225114,"Ravenstein, Stadt",2.94,27.49
8225115,Schefflenz,3.3,17.52
8225116,Schwarzach,2.54,19.41
8225117,Elztal,4.26,10.57
8225118,Waldbrunn,3.99,12.75
8226003,Altlußheim,1.88,12.15
8226006,Bammental,1.87,12.85
8226009,Brühl,1.46,8.97
8226010,Dielheim,2.16,11.38
8226012,Dossenheim,2.35,7.83
8226013,"Eberbach, Stadt",5.31,7.78
8226017,Epfenbach,2.25,17.16
8226018,"Eppelheim, Stadt",1.8,10.62
8226020,Eschelbronn,1.61,16.45
8226022,Gaiberg,2.45,11.25
8226027,Heddesbach,1.06,21.02
8226028,Heddesheim,2.46,8.15
8226029,Heiligkreuzsteinach,4.21,25.44
8226031,"Hemsbach, Stadt",2.08,8.69
8226032,"Hockenheim, Stadt",2.68,9.14
8226036,Ilvesheim,1.74,12.07
8226037,Ketsch,2.8,6.91
8226038,"Ladenburg, Stadt",2.33,11.71
8226040,Laudenbach,2.89,9.54
8226041,"Leimen, Stadt",2.06,8.65
8226046,Malsch,1.83,13.68
8226048,Mauer,2.3,14.71
8226049,Meckesheim,2.08,17.42
8226054,Mühlhausen,1.65,13.76
8226055,"Neckarbischofsheim, Stadt",2.91,13.52
8226056,"Neckargemünd, Stadt",2.12,11.06
8226058,Neidenstein,1.95,14.2
8226059,Neulußheim,2.08,10.82
8226060,Nußloch,1.52,5.92
8226062,Oftersheim,1.62,5.66
8226063,Plankstadt,2.09,7.65
8226065,"Rauenberg, Stadt",2.84,10.63
8226066,Reichartshausen,2.58,20.2
8226068,Reilingen,2.05,12.66
8226076,Sandhausen,1.87,9.89
8226080,"Schönau, Stadt",3.74,20.37
8226081,Schönbrunn,7.28,14.84
8226082,"Schriesheim, Stadt",2.04,12.46
8226084,"Schwetzingen, Stadt",2.49,7.08
8226085,"Sinsheim, Stadt",2.5,8.6
8226086,Spechbach,2.29,19.66
8226091,"Waibstadt, Stadt",2.33,10.33
8226095,"Walldorf, Stadt",2.6,10.17
8226096,"Weinheim, Stadt",2.52,8.86
8226097,Wiesenbach,1.75,13.29
8226098,"Wiesloch, Stadt",2.2,7.23
8226099,Wilhelmsfeld,2.52,19.03
8226101,Zuzenhausen,1.43,13.07
8226102,Angelbachtal,1.57,13.34
8226103,St. Leon-Rot,1.73,15.27
8226104,Lobbach,3.03,19.53
8226105,Edingen-Neckarhausen,1.76,14.3
8226106,Helmstadt-Bargen,3.44,16.48
8226107,Hirschberg an der Bergstraße,1.75,8.57
8231000,"Pforzheim, Stadt",2.2,7.92
8235006,"Altensteig, Stadt",4.88,19.08
8235007,Althengstett,1.82,8.16
8235008,"Bad Liebenzell, Stadt",4.77,9.36
8235018,Dobel,7.23,14.89
8235020,Ebhausen,4.99,14.54
8235022,Egenhausen,1.74,15.46
8235025,Enzklösterle,9.76,16.2
8235029,Gechingen,2.15,11.73
8235032,"Haiterbach, Stadt",4.72,13.41
8235033,"Bad Herrenalb, Stadt",4.65,20.28
8235035,Höfen an der Enz,4.96,11.46
8235046,"Nagold, Stadt",3.85,8.98
8235047,"Neubulach, Stadt",2.14,15.01
8235050,Neuweiler,4.37,18.12
8235055,Oberreichenbach,6.5,12.59
8235057,Ostelsheim,2.12,12.43
8235060,Rohrdorf,1.44,9.21
8235065,Schömberg,2.58,9.03
8235066,Simmersfeld,3.96,20.12
8235067,Simmozheim,1.67,10.15
8235073,Unterreichenbach,3.27,11.5
8235079,"Bad Wildbad, Stadt",4.84,8.96
8235080,"Wildberg, Stadt",3.79,16.08
8235084,"Bad Teinach-Zavelstein, Stadt",5.68,14.47
8235085,"Calw, Stadt",2.45,7.37
8236004,Birkenfeld,2.0,6.81
8236011,Eisingen,1.52,11.1
8236013,Engelsbrand,2.68,12.9
8236019,Friolzheim,1.59,15.92
8236025,"Heimsheim, Stadt",1.79,14.97
8236028,Illingen,2.08,9.82
8236030,Ispringen,2.66,9.65
8236031,Kieselbronn,1.89,11.59
8236033,"Knittlingen, Stadt",2.51,11.68
8236038,"Maulbronn, Stadt",2.39,12.17
8236039,Mönsheim,3.17,17.9
8236040,"Mühlacker, Stadt",3.23,7.04
8236043,"Neuenbürg, Stadt",3.69,6.0
8236044,Neuhausen,4.02,17.77
8236046,Niefern-Öschelbronn,1.91,12.36
8236050,Ötisheim,2.7,8.68
8236061,Sternenfels,4.47,15.78
8236062,Tiefenbronn,1.66,18.43
8236065,Wiernsheim,2.65,14.14
8236067,Wimsheim,1.88,15.73
8236068,Wurmberg,2.01,12.43
8236070,Keltern,1.96,10.37
8236071,Remchingen,2.12,15.29
8236072,Straubenhardt,2.87,8.49
8236073,Neulingen,1.88,10.92
8236074,Kämpfelbach,1.88,14.14
8236075,Ölbronn-Dürrn,3.57,12.25
8236076,Königsbach-Stein,1.9,14.76
8237002,"Alpirsbach, Stadt",5.57,19.7
8237004,Baiersbronn,4.33,18.04
8237019,"Dornstetten, Stadt",4.14,12.83
8237024,Empfingen,2.32,17.84
8237027,Eutingen im Gäu,4.26,17.75
8237028,"Freudenstadt, Stadt",3.56,9.37
8237030,Glatten,3.14,15.32
8237032,Grömbach,7.86,22.67
8237040,"Horb am Neckar, Stadt",2.94,21.14
8237045,Loßburg,4.52,16.26
8237054,Pfalzgrafenweiler,3.66,18.36
8237061,Schopfloch,5.02,18.68
8237072,Wörnersberg,8.52,24.43
8237073,Seewald,7.83,17.7
8237074,Waldachtal,2.49,20.15
8237075,Bad Rippoldsau-Schapbach,3.89,19.93
8311000,"Freiburg im Breisgau, Stadt",1.86,7.76
8315003,Au,3.97,8.86
8315004,Auggen,2.81,9.15
8315006,"Bad Krozingen, Stadt",1.83,4.6
8315007,Badenweiler,3.35,7.03
8315008,Ballrechten-Dottingen,2.2,12.48
8315013,Bötzingen,2.03,15.44
8315014,Bollschweil,6.19,16.21
8315015,"Breisach am Rhein, Stadt",2.97,15.35
8315016,Breitnau,5.37,32.37
8315020,Buchenbach,5.2,20.32
8315022,Buggingen,2.68,10.46
8315028,Ebringen,2.8,12.11
8315030,Eichstetten am Kaiserstuhl,1.79,18.54
8315031,Eisenbach (Hochschwarzwald),6.51,24.12
8315033,Eschbach,2.05,10.67
8315037,Feldberg (Schwarzwald),4.78,38.94
8315039,Friedenweiler,7.0,25.76
8315041,Glottertal,4.1,16.63
8315043,Gottenheim,2.7,13.82
8315047,Gundelfingen,2.5,10.44
8315048,Hartheim am Rhein,3.42,12.02
8315050,"Heitersheim, Stadt",2.42,9.42
8315051,Heuweiler,4.1,12.76
8315052,Hinterzarten,4.38,34.82
8315056,Horben,13.24,14.98
8315059,Ihringen,2.17,20.45
8315064,Kirchzarten,2.84,15.13
8315068,Lenzkirch,4.43,33.51
8315070,"Löffingen, Stadt",5.45,20.92
8315072,Merdingen,1.58,18.28
8315073,Merzhausen,1.33,6.18
8315074,"Müllheim, Stadt",2.73,5.83
8315076,"Neuenburg am Rhein, Stadt",3.83,11.75
8315084,Oberried,6.31,21.43
8315089,Pfaffenweiler,1.81,7.86
8315094,St. Märgen,6.04,28.63
8315095,St. Peter,6.2,28.41
8315098,Schallstadt,2.18,8.89
8315102,Schluchsee,5.05,28.66
8315107,Sölden,1.29,11.82
8315108,"Staufen im Breisgau, Stadt",3.26,9.92
8315109,Stegen,4.63,18.86
8315111,"Sulzburg, Stadt",2.8,12.36
8315113,"Titisee-Neustadt, Stadt",6.66,31.38
8315115,Umkirch,1.34,9.77
8315125,Wittnau,1.9,11.03
8315130,Münstertal/Schwarzwald,6.17,21.52
8315131,Ehrenkirchen,2.33,6.63
8315132,March,1.62,9.64
8315133,"Vogtsburg im Kaiserstuhl, Stadt",3.99,23.62
8316002,Bahlingen am Kaiserstuhl,1.67,15.95
8316003,Biederbach,8.3,26.53
8316009,Denzlingen,1.85,11.2
8316010,"Elzach, Stadt",6.21,25.01
8316011,"Emmendingen, Stadt",2.36,6.73
8316012,"Endingen am Kaiserstuhl, Stadt",4.11,22.0
8316013,Forchheim,6.05,20.5
8316014,Gutach im Breisgau,5.51,15.92
8316017,"Herbolzheim, Stadt",3.74,11.59
8316020,"Kenzingen, Stadt",3.8,15.44
8316024,Malterdingen,2.4,14.25
8316036,Reute,2.64,12.04
8316037,Riegel am Kaiserstuhl,2.69,16.16
8316038,Sasbach am Kaiserstuhl,3.38,26.04
8316039,Sexau,4.42,10.57
8316042,Simonswald,6.28,23.2
8316043,Teningen,2.19,11.56
8316045,Vörstetten,2.08,11.02
8316049,Weisweil,6.99,20.4
8316051,Wyhl am Kaiserstuhl,1.8,24.36
8316053,Rheinhausen,2.48,14.62
8316054,Freiamt,4.31,19.41
8316055,Winden im Elztal,7.48,17.63
8316056,"Waldkirch, Stadt",2.93,8.74
8317001,"Achern, Stadt",3.44,6.39
8317005,Appenweier,2.38,13.19
8317008,Bad Peterstal-Griesbach,4.27,30.84
8317009,Berghaupten,3.24,16.59
8317011,Biberach,4.5,18.19
8317021,Durbach,5.0,13.41
8317026,"Ettenheim, Stadt",2.82,5.93
8317029,Fischerbach,7.43,19.37
8317031,Friesenheim,2.38,11.7
8317034,"Gengenbach, Stadt",6.0,20.05
8317039,Gutach (Schwarzwaldbahn),3.14,14.85
8317040,"Haslach im Kinzigtal, Stadt",2.36,20.71
8317041,"Hausach, Stadt",5.31,15.64
8317046,Hofstetten,9.24,27.74
8317047,Hohberg,3.27,15.75
8317051,"Hornberg, Stadt",7.87,27.6
8317056,Kappelrodeck,3.72,12.0
8317057,"Kehl, Stadt",2.22,21.76
8317059,Kippenheim,2.88,9.84
8317065,"Lahr/Schwarzwald, Stadt",2.74,7.63
8317067,Lautenbach,7.89,23.17
8317068,Lauf,2.86,13.19
8317073,"Mahlberg, Stadt",2.41,8.68
8317075,Meißenheim,5.25,17.44
8317078,Mühlenbach,9.08,27.0
8317085,Nordrach,6.43,32.78
8317088,Oberharmersbach,16.73,36.56
8317089,"Oberkirch, Stadt",5.4,18.86
8317093,Oberwolfach,6.11,10.14
8317096,"Offenburg, Stadt",2.37,7.91
8317097,Ohlsbach,2.44,13.88
8317098,"Oppenau, Stadt",6.03,30.09
8317100,Ortenberg,1.7,8.02
8317102,Ottenhöfen im Schwarzwald,5.27,17.04
8317110,"Renchen, Stadt",2.62,11.3
8317113,Ringsheim,1.48,7.81
8317114,Rust,2.96,13.54
8317116,Sasbach,2.5,7.35
8317118,Sasbachwalden,3.54,11.13
8317121,Schuttertal,6.28,20.17
8317122,Schutterwald,2.02,12.19
8317126,Seebach,6.73,19.65
8317127,Seelbach,3.74,13.84
8317129,Steinach,6.1,25.3
8317141,Willstätt,1.91,17.98
8317145,"Wolfach, Stadt",7.0,12.18
8317146,"Zell am Harmersbach, Stadt",3.58,23.62
8317150,Schwanau,2.33,15.38
8317151,Neuried,2.81,19.29
8317152,Kappel-Grafenhausen,1.62,10.15
8317153,"Rheinau, Stadt",2.96,16.09
8317971,"Rheinau, gemeindefreies Gebiet",-9999.0,-9999.0
8325001,Aichhalden,2.84,19.38
8325009,Bösingen,5.02,14.5
8325011,Dietingen,7.15,16.19
8325012,"Dornhan, Stadt",4.35,15.35
8325014,Dunningen,2.18,13.21
8325015,Epfendorf,5.96,11.27
8325024,Hardt,2.64,23.99
8325036,Lauterbach,5.16,27.96
8325045,"Oberndorf am Neckar, Stadt",4.52,6.34
8325049,"Rottweil, Stadt",3.29,7.43
8325050,Schenkenzell,5.19,22.21
8325051,"Schiltach, Stadt",5.15,16.88
8325053,"Schramberg, Stadt",3.7,24.26
8325057,"Sulz am Neckar, Stadt",4.76,17.13
8325060,Villingendorf,1.79,9.36
8325061,Vöhringen,2.68,12.07
8325064,Wellendingen,4.25,14.74
8325069,Zimmern ob Rottweil,3.91,7.68
8325070,Fluorn-Winzeln,5.22,12.8
8325071,Eschbronn,3.13,19.15
8325072,Deißlingen,2.1,11.69
8326003,"Bad Dürrheim, Stadt",4.32,14.53
8326005,"Blumberg, Stadt",6.04,18.01
8326006,"Bräunlingen, Stadt",4.57,12.17
8326010,Dauchingen,2.12,10.61
8326012,"Donaueschingen, Stadt",3.56,7.68
8326017,"Furtwangen im Schwarzwald, Stadt",5.82,32.21
8326020,Gütenbach,8.68,34.08
8326027,"Hüfingen, Stadt",6.41,13.61
8326031,Königsfeld im Schwarzwald,4.17,18.9
8326037,Mönchweiler,1.72,10.38
8326041,Niedereschach,3.86,14.6
8326052,"St. Georgen im Schwarzwald, Stadt",6.14,21.07
8326054,Schönwald im Schwarzwald,4.89,35.47
8326055,Schonach im Schwarzwald,4.28,37.54
8326060,"Triberg im Schwarzwald, Stadt",7.07,28.84
8326061,Tuningen,2.11,14.88
8326065,Unterkirnach,5.51,18.59
8326068,"Vöhrenbach, Stadt",8.27,22.1
8326074,"Villingen-Schwenningen, Stadt",2.56,9.27
8326075,Brigachtal,2.71,11.54
8327002,Aldingen,2.49,8.14
8327004,Bärenthal,8.72,26.95
8327005,Balgheim,4.44,7.75
8327006,Böttingen,1.7,18.41
8327007,Bubsheim,5.0,21.25
8327008,Buchheim,10.96,22.36
8327009,Deilingen,1.58,19.57
8327010,Denkingen,2.05,9.03
8327011,Dürbheim,7.16,11.32
8327012,Durchhausen,5.88,14.6
8327013,Egesheim,7.77,23.16
8327016,"Fridingen an der Donau, Stadt",2.08,19.99
8327017,Frittlingen,1.58,11.29
8327018,"Geisingen, Stadt",8.43,21.56
8327019,Gosheim,1.73,13.44
8327020,Gunningen,5.81,11.48
8327023,Hausen ob Verena,6.69,9.34
8327025,Immendingen,4.52,17.33
8327027,Irndorf,12.43,30.34
8327029,Königsheim,9.09,25.25
8327030,Kolbingen,1.54,17.89
8327033,Mahlstetten,8.85,20.15
8327036,"Mühlheim an der Donau, Stadt",1.9,12.96
8327038,Neuhausen ob Eck,6.81,16.84
8327040,Reichenbach am Heuberg,5.35,20.54
8327041,Renquishausen,5.39,21.74
8327046,"Spaichingen, Stadt",2.28,4.3
8327048,Talheim,9.48,18.7
8327049,"Trossingen, Stadt",2.01,14.03
8327050,"Tuttlingen, Stadt",3.38,6.95
8327051,Wehingen,1.63,17.23
8327054,Wurmlingen,1.82,9.86
8327055,Seitingen-Oberflacht,1.86,15.01
8327056,Rietheim-Weilheim,6.94,11.89
8327057,Emmingen-Liptingen,8.06,13.56
8335001,"Aach, Stadt",2.4,16.69
8335002,Allensbach,4.36,13.15
8335015,Büsingen am Hochrhein,6.69,18.37
8335021,Eigeltingen,6.44,13.11
8335022,"Engen, Stadt",4.04,16.2
8335025,Gaienhofen,3.39,18.62
8335026,Gailingen am Hochrhein,1.52,17.24
8335028,Gottmadingen,3.36,9.31
8335035,Hilzingen,3.58,9.28
8335043,"Konstanz, Universitätsstadt",1.94,7.64
8335055,Moos,3.42,12.03
8335057,Mühlingen,4.76,12.38
8335061,Öhningen,4.69,21.66
8335063,"Radolfzell am Bodensee, Stadt",2.73,7.67
8335066,Reichenau,3.06,14.04
8335075,"Singen (Hohentwiel), Stadt",2.77,7.79
8335077,Steißlingen,2.47,14.11
8335079,"Stockach, Stadt",4.56,6.55
8335080,"Tengen, Stadt",5.26,19.84
8335081,Volkertshausen,2.33,14.88
8335096,Hohenfels,5.02,13.89
8335097,Mühlhausen-Ehingen,3.49,12.02
8335098,Bodman-Ludwigshafen,2.22,11.21
8335099,Orsingen-Nenzingen,5.83,10.36
8335100,Rielasingen-Worblingen,2.14,8.69
8336004,Aitern,8.16,29.97
8336006,Bad Bellingen,3.68,18.0
8336008,Binzen,1.93,7.71
8336010,Böllen,7.36,24.95
8336014,Efringen-Kirchen,4.84,15.32
8336019,Eimeldingen,1.94,9.85
8336024,Fischingen,3.77,12.0
8336025,Fröhnd,6.77,22.02
8336034,Hasel,5.48,9.58
8336036,Hausen im Wiesental,2.22,8.57
8336043,Inzlingen,2.18,10.8
8336045,"Kandern, Stadt",3.61,16.95
8336050,"Lörrach, Stadt",2.35,5.09
8336057,Maulburg,2.33,6.72
8336069,"Rheinfelden (Baden), Stadt",4.22,6.45
8336073,Rümmingen,3.5,6.78
8336075,Schallbach,6.62,10.14
8336078,Schliengen,2.21,13.87
8336079,"Schönau im Schwarzwald, Stadt",1.6,23.03
8336080,Schönenberg,5.4,26.6
8336081,"Schopfheim, Stadt",2.87,7.97
8336082,Schwörstadt,6.66,9.9
8336084,Steinen,4.59,13.47
8336087,"Todtnau, Stadt",6.67,31.11
8336089,Tunau,5.21,26.46
8336090,Utzenfeld,5.41,27.52
8336091,"Weil am Rhein, Stadt",2.3,9.74
8336094,Wembach,3.17,20.75
8336096,Wieden,14.37,35.6
8336100,Wittlingen,5.57,8.93
8336103,"Zell im Wiesental, Stadt",4.46,15.4
8336104,Malsburg-Marzell,5.08,19.9
8336105,Grenzach-Wyhlen,2.85,15.19
8336106,Häg-Ehrsberg,11.71,23.02
8336107,Kleines Wiesental,6.35,20.01
8337002,Albbruck,5.43,10.56
8337013,Bernau im Schwarzwald,2.99,30.9
8337022,"Bonndorf im Schwarzwald, Stadt",4.28,18.82
8337027,Dachsberg (Südschwarzwald),10.92,23.59
8337030,Dettighofen,7.42,27.77
8337032,Dogern,2.26,5.41
8337038,Görwihl,5.12,20.72
8337039,Grafenhausen,4.97,23.12
8337045,Häusern,5.32,19.21
8337049,Herrischried,4.83,25.98
8337051,Höchenschwand,3.3,15.21
8337053,Hohentengen am Hochrhein,3.78,26.3
8337059,Ibach,9.93,29.87
8337060,Jestetten,2.97,36.13
8337062,Klettgau,3.26,21.03
8337065,Lauchringen,3.1,15.35
8337066,"Laufenburg (Baden), Stadt",4.44,14.73
8337070,Lottstetten,5.61,36.93
8337076,Murg,4.51,20.06
8337090,Rickenbach,4.23,19.31
8337096,"Bad Säckingen, Stadt",2.67,20.27
8337097,"St. Blasien, Stadt",4.3,21.65
8337106,"Stühlingen, Stadt",7.48,8.38
8337108,Todtmoos,4.31,28.31
8337116,"Wehr, Stadt",2.48,11.55
8337118,Weilheim,4.78,13.6
8337123,Wutöschingen,3.66,14.5
8337124,Eggingen,7.22,10.38
8337125,Küssaberg,2.62,15.64
8337126,"Waldshut-Tiengen, Stadt",4.78,9.31
8337127,Wutach,8.85,15.99
8337128,Ühlingen-Birkendorf,4.65,19.59
8415014,Dettingen an der Erms,2.59,8.62
8415019,Eningen unter Achalm,2.66,9.24
8415027,Gomadingen,4.78,11.29
8415028,Grabenstetten,1.27,13.76
8415029,Grafenberg,1.36,16.43
8415034,"Hayingen, Stadt",5.48,17.55
8415039,Hülben,2.33,10.46
8415048,Mehrstetten,2.78,13.1
8415050,"Metzingen, Stadt",2.41,12.37
8415053,"Münsingen, Stadt",4.44,8.04
8415058,Pfronstetten,9.93,19.52
8415059,"Pfullingen, Stadt",2.71,9.36
8415060,Pliezhausen,2.1,17.81
8415061,"Reutlingen, Stadt",2.15,10.56
8415062,Riederich,2.07,14.9
8415073,"Trochtelfingen, Stadt",3.52,25.91
8415078,"Bad Urach, Stadt",2.93,7.36
8415080,Wannweil,1.96,14.07
8415085,Zwiefalten,4.03,12.35
8415087,Walddorfhäslach,1.6,17.01
8415088,Römerstein,1.79,15.48
8415089,Engstingen,2.61,20.03
8415090,Hohenstein,4.99,19.02
8415091,Sonnenbühl,4.61,25.81
8415092,Lichtenstein,4.11,17.36
8415093,St. Johann,3.29,13.92
8415971,"Gutsbezirk Münsingen, gemeindefreies Gebiet",-9999.0,8.66
8416006,Bodelshausen,1.99,16.4
8416009,Dettenhausen,1.58,15.31
8416011,Dußlingen,2.21,17.13
8416015,Gomaringen,2.19,17.21
8416018,Hirrlingen,1.38,20.33
8416022,Kirchentellinsfurt,2.27,14.36
8416023,Kusterdingen,4.27,13.21
8416025,"Mössingen, Stadt",1.95,19.8
8416026,Nehren,2.42,19.41
8416031,Ofterdingen,2.22,18.47
8416036,"Rottenburg am Neckar, Stadt",2.73,18.85
8416041,"Tübingen, Universitätsstadt",2.34,8.72
8416048,Ammerbuch,2.62,11.09
8416049,Neustetten,3.22,18.91
8416050,Starzach,3.58,25.61
8417002,"Balingen, Stadt",2.89,7.44
8417008,Bisingen,3.02,9.43
8417010,Bitz,2.82,7.25
8417013,"Burladingen, Stadt",4.6,20.62
8417014,Dautmergen,6.65,18.07
8417015,Dormettingen,6.44,14.6
8417016,Dotternhausen,4.95,11.78
8417022,"Geislingen, Stadt",2.0,10.8
8417023,Grosselfingen,1.87,9.67
8417025,"Haigerloch, Stadt",4.28,16.74
8417029,Hausen am Tann,6.61,20.68
8417031,"Hechingen, Stadt",3.38,13.45
8417036,Jungingen,2.63,18.27
8417044,"Meßstetten, Stadt",4.2,16.49
8417045,Nusplingen,7.25,23.74
8417047,Obernheim,2.22,25.01
8417051,Rangendingen,2.22,18.75
8417052,Ratshausen,6.02,20.04
8417054,"Rosenfeld, Stadt",4.62,16.38
